fips,county_name,state_name,category,topic_area,year,variable_name,value
01009,Blount County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and20,0
01009,Blount County,Alabama,Food Access,Food Insecurity,2019,food_desert_vehicle,2
01009,Blount County,Alabama,Community Characteristics,Population,2020,rwj_food_environment_index,8.4
01009,Blount County,Alabama,Food Retail,General DTC,2017,direct_sales_per_capita,3.843966007618982
01009,Blount County,Alabama,Food Retail,General Intermediated,2017,intermediated_sales_per_capita,0.9653008808370538
01011,Bullock County,Alabama,Food Access,Food Insecurity,2018,food_banks,0
01011,Bullock County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and10,2
01011,Bullock County,Alabama,Food Access,Food Insecurity,2019,food_desert_half_and10,2
01011,Bullock County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and20,1
01011,Bullock County,Alabama,Food Access,Food Insecurity,2019,food_desert_vehicle,1
01011,Bullock County,Alabama,Community Characteristics,Population,2020,rwj_food_environment_index,4.3
01013,Butler County,Alabama,Food Access,Food Insecurity,2018,food_banks,0
01013,Butler County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and10,3
01013,Butler County,Alabama,Food Access,Food Insecurity,2019,food_desert_half_and10,3
01013,Butler County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and20,1
01013,Butler County,Alabama,Food Access,Food Insecurity,2019,food_desert_vehicle,3
01013,Butler County,Alabama,Community Characteristics,Population,2020,rwj_food_environment_index,6.6
01013,Butler County,Alabama,Food Retail,General DTC,2017,direct_sales_per_capita,1.5132408575031526
01013,Butler County,Alabama,Food Retail,General Intermediated,2017,intermediated_sales_per_capita,1.3114754098360655
01015,Calhoun County,Alabama,Food Access,Food Insecurity,2018,food_banks,0
01015,Calhoun County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and10,12
01015,Calhoun County,Alabama,Food Access,Food Insecurity,2019,food_desert_half_and10,14
01015,Calhoun County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and20,12
01015,Calhoun County,Alabama,Food Access,Food Insecurity,2019,food_desert_vehicle,8
01015,Calhoun County,Alabama,Community Characteristics,Population,2020,rwj_food_environment_index,6.9
01015,Calhoun County,Alabama,Food Retail,General DTC,2017,direct_sales_per_capita,1.3684540826999512
01015,Calhoun County,Alabama,Food Retail,General Intermediated,2017,intermediated_sales_per_capita,0.05229760825604909
01017,Chambers County,Alabama,Food Access,Food Insecurity,2018,food_banks,0
01017,Chambers County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and10,3
01017,Chambers County,Alabama,Food Access,Food Insecurity,2019,food_desert_half_and10,3
01017,Chambers County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and20,3
01017,Chambers County,Alabama,Food Access,Food Insecurity,2019,food_desert_vehicle,1
01017,Chambers County,Alabama,Community Characteristics,Population,2020,rwj_food_environment_index,6.4
01017,Chambers County,Alabama,Food Retail,General DTC,2017,direct_sales_per_capita,0.9491887402485688
01019,Cherokee County,Alabama,Food Access,Food Insecurity,2018,food_banks,0
01019,Cherokee County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and10,0
01019,Cherokee County,Alabama,Food Access,Food Insecurity,2019,food_desert_half_and10,0
01019,Cherokee County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and20,0
01019,Cherokee County,Alabama,Food Access,Food Insecurity,2019,food_desert_vehicle,0
01019,Cherokee County,Alabama,Community Characteristics,Population,2020,rwj_food_environment_index,8.3
01019,Cherokee County,Alabama,Food Retail,General DTC,2017,direct_sales_per_capita,0.4640909618285184
01021,Chilton County,Alabama,Food Access,Food Insecurity,2018,food_banks,0
01021,Chilton County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and10,1
01021,Chilton County,Alabama,Food Access,Food Insecurity,2019,food_desert_half_and10,1
01021,Chilton County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and20,1
01021,Chilton County,Alabama,Food Access,Food Insecurity,2019,food_desert_vehicle,3
01021,Chilton County,Alabama,Community Characteristics,Population,2020,rwj_food_environment_index,8.1
01021,Chilton County,Alabama,Food Retail,General DTC,2017,direct_sales_per_capita,16.996845712210952
01023,Choctaw County,Alabama,Food Access,Food Insecurity,2018,food_banks,0
01023,Choctaw County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and10,2
01023,Choctaw County,Alabama,Food Access,Food Insecurity,2019,food_desert_half_and10,2
01023,Choctaw County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and20,0
01023,Choctaw County,Alabama,Food Access,Food Insecurity,2019,food_desert_vehicle,2
01023,Choctaw County,Alabama,Community Characteristics,Population,2020,rwj_food_environment_index,6.4
01023,Choctaw County,Alabama,Food Retail,General DTC,2017,direct_sales_per_capita,0.3862495171881035
01025,Clarke County,Alabama,Food Access,Food Insecurity,2018,food_banks,0
01025,Clarke County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and10,5
01025,Clarke County,Alabama,Food Access,Food Insecurity,2019,food_desert_half_and10,5
01025,Clarke County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and20,1
01025,Clarke County,Alabama,Food Access,Food Insecurity,2019,food_desert_vehicle,4
01025,Clarke County,Alabama,Community Characteristics,Population,2020,rwj_food_environment_index,5.4
01025,Clarke County,Alabama,Food Retail,General DTC,2017,direct_sales_per_capita,0.45675372669517916
01025,Clarke County,Alabama,Food Retail,General Intermediated,2017,intermediated_sales_per_capita,0.6228459909479716
01027,Clay County,Alabama,Food Access,Food Insecurity,2018,food_banks,0
01027,Clay County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and10,0
01027,Clay County,Alabama,Food Access,Food Insecurity,2019,food_desert_half_and10,0
01027,Clay County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and20,0
01027,Clay County,Alabama,Food Access,Food Insecurity,2019,food_desert_vehicle,0
01027,Clay County,Alabama,Community Characteristics,Population,2020,rwj_food_environment_index,7.8
01027,Clay County,Alabama,Food Retail,General DTC,2017,direct_sales_per_capita,21.17154185681155
01029,Cleburne County,Alabama,Food Access,Food Insecurity,2018,food_banks,0
01029,Cleburne County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and10,0
01029,Cleburne County,Alabama,Food Access,Food Insecurity,2019,food_desert_half_and10,0
01029,Cleburne County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and20,0
01029,Cleburne County,Alabama,Food Access,Food Insecurity,2019,food_desert_vehicle,0
01029,Cleburne County,Alabama,Community Characteristics,Population,2020,rwj_food_environment_index,8
01029,Cleburne County,Alabama,Food Retail,General DTC,2017,direct_sales_per_capita,17.38255033557047
01031,Coffee County,Alabama,Food Access,Food Insecurity,2018,food_banks,0
01031,Coffee County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and10,2
01031,Coffee County,Alabama,Food Access,Food Insecurity,2019,food_desert_half_and10,2
01031,Coffee County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and20,1
01031,Coffee County,Alabama,Food Access,Food Insecurity,2019,food_desert_vehicle,2
01031,Coffee County,Alabama,Community Characteristics,Population,2020,rwj_food_environment_index,7.5
01031,Coffee County,Alabama,Food Retail,General DTC,2017,direct_sales_per_capita,3.5277788487488917
01033,Colbert County,Alabama,Food Access,Food Insecurity,2018,food_banks,0
01033,Colbert County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and10,2
01033,Colbert County,Alabama,Food Access,Food Insecurity,2019,food_desert_half_and10,3
01033,Colbert County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and20,2
01033,Colbert County,Alabama,Food Access,Food Insecurity,2019,food_desert_vehicle,3
01033,Colbert County,Alabama,Community Characteristics,Population,2020,rwj_food_environment_index,7.4
01033,Colbert County,Alabama,Food Retail,General DTC,2017,direct_sales_per_capita,0.47706422018348627
01033,Colbert County,Alabama,Food Retail,General Intermediated,2017,intermediated_sales_per_capita,0.5871559633027523
01035,Conecuh County,Alabama,Food Access,Food Insecurity,2018,food_banks,0
01035,Conecuh County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and10,3
01035,Conecuh County,Alabama,Food Access,Food Insecurity,2019,food_desert_half_and10,3
01035,Conecuh County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and20,0
01035,Conecuh County,Alabama,Food Access,Food Insecurity,2019,food_desert_vehicle,1
01035,Conecuh County,Alabama,Community Characteristics,Population,2020,rwj_food_environment_index,5.6
01035,Conecuh County,Alabama,Food Retail,General DTC,2017,direct_sales_per_capita,4.009944662763654
01037,Coosa County,Alabama,Food Access,Food Insecurity,2018,food_banks,0
01037,Coosa County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and10,1
01037,Coosa County,Alabama,Food Access,Food Insecurity,2019,food_desert_half_and10,1
01037,Coosa County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and20,0
01037,Coosa County,Alabama,Food Access,Food Insecurity,2019,food_desert_vehicle,0
01037,Coosa County,Alabama,Community Characteristics,Population,2020,rwj_food_environment_index,6.9
01037,Coosa County,Alabama,Food Retail,General DTC,2017,direct_sales_per_capita,1.1158638646085177
01039,Covington County,Alabama,Food Access,Food Insecurity,2018,food_banks,0
01039,Covington County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and10,3
01039,Covington County,Alabama,Food Access,Food Insecurity,2019,food_desert_half_and10,5
01039,Covington County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and20,2
01039,Covington County,Alabama,Food Access,Food Insecurity,2019,food_desert_vehicle,1
01039,Covington County,Alabama,Community Characteristics,Population,2020,rwj_food_environment_index,7.6
01039,Covington County,Alabama,Food Retail,General DTC,2017,direct_sales_per_capita,6.308637981235846
01041,Crenshaw County,Alabama,Food Access,Food Insecurity,2018,food_banks,0
01041,Crenshaw County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and10,2
01041,Crenshaw County,Alabama,Food Access,Food Insecurity,2019,food_desert_half_and10,2
01041,Crenshaw County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and20,0
01041,Crenshaw County,Alabama,Food Access,Food Insecurity,2019,food_desert_vehicle,0
01041,Crenshaw County,Alabama,Community Characteristics,Population,2020,rwj_food_environment_index,6.2
01041,Crenshaw County,Alabama,Food Retail,General DTC,2017,direct_sales_per_capita,0.9372071227741331
01043,Cullman County,Alabama,Food Access,Food Insecurity,2018,food_banks,0
01043,Cullman County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and10,1
01043,Cullman County,Alabama,Food Access,Food Insecurity,2019,food_desert_half_and10,2
01043,Cullman County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and20,0
01043,Cullman County,Alabama,Food Access,Food Insecurity,2019,food_desert_vehicle,3
01043,Cullman County,Alabama,Community Characteristics,Population,2020,rwj_food_environment_index,8.2
01043,Cullman County,Alabama,Food Retail,General DTC,2017,direct_sales_per_capita,5.9452601051295995
01043,Cullman County,Alabama,Food Retail,General Intermediated,2017,intermediated_sales_per_capita,1.3413086822548486
01045,Dale County,Alabama,Food Access,Food Insecurity,2018,food_banks,0
01045,Dale County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and10,1
01045,Dale County,Alabama,Food Access,Food Insecurity,2019,food_desert_half_and10,2
01045,Dale County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and20,1
01045,Dale County,Alabama,Food Access,Food Insecurity,2019,food_desert_vehicle,3
01045,Dale County,Alabama,Community Characteristics,Population,2020,rwj_food_environment_index,6.7
01045,Dale County,Alabama,Food Retail,General DTC,2017,direct_sales_per_capita,1.5235850973063017
01045,Dale County,Alabama,Food Retail,General Intermediated,2017,intermediated_sales_per_capita,0.060943403892252064
01047,Dallas County,Alabama,Food Access,Food Insecurity,2018,food_banks,1
01047,Dallas County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and10,4
01047,Dallas County,Alabama,Food Access,Food Insecurity,2019,food_desert_half_and10,8
01047,Dallas County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and20,2
01047,Dallas County,Alabama,Food Access,Food Insecurity,2019,food_desert_vehicle,7
01047,Dallas County,Alabama,Community Characteristics,Population,2020,rwj_food_environment_index,4.6
01047,Dallas County,Alabama,Food Retail,General DTC,2017,direct_sales_per_capita,2.4990437332653324
01049,DeKalb County,Alabama,Food Access,Food Insecurity,2018,food_banks,0
01049,DeKalb County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and10,0
01049,DeKalb County,Alabama,Food Access,Food Insecurity,2019,food_desert_half_and10,0
01049,DeKalb County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and20,0
01049,DeKalb County,Alabama,Food Access,Food Insecurity,2019,food_desert_vehicle,3
01049,DeKalb County,Alabama,Community Characteristics,Population,2020,rwj_food_environment_index,8.2
01049,DeKalb County,Alabama,Food Retail,General DTC,2017,direct_sales_per_capita,3.756091430805535
01051,Elmore County,Alabama,Food Access,Food Insecurity,2018,food_banks,0
01051,Elmore County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and10,1
01051,Elmore County,Alabama,Food Access,Food Insecurity,2019,food_desert_half_and10,1
01051,Elmore County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and20,1
01051,Elmore County,Alabama,Food Access,Food Insecurity,2019,food_desert_vehicle,1
01051,Elmore County,Alabama,Community Characteristics,Population,2020,rwj_food_environment_index,7.6
01051,Elmore County,Alabama,Food Retail,General DTC,2017,direct_sales_per_capita,1.2243348800763985
01053,Escambia County,Alabama,Food Access,Food Insecurity,2018,food_banks,0
01053,Escambia County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and10,3
01053,Escambia County,Alabama,Food Access,Food Insecurity,2019,food_desert_half_and10,3
01053,Escambia County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and20,2
01053,Escambia County,Alabama,Food Access,Food Insecurity,2019,food_desert_vehicle,1
01053,Escambia County,Alabama,Community Characteristics,Population,2020,rwj_food_environment_index,6.6
01053,Escambia County,Alabama,Food Retail,General DTC,2017,direct_sales_per_capita,1.0147675381205437
01053,Escambia County,Alabama,Food Retail,General Intermediated,2017,intermediated_sales_per_capita,0.026704408897909045
01055,Etowah County,Alabama,Food Access,Food Insecurity,2018,food_banks,0
01055,Etowah County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and10,9
01055,Etowah County,Alabama,Food Access,Food Insecurity,2019,food_desert_half_and10,13
01055,Etowah County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and20,9
01055,Etowah County,Alabama,Food Access,Food Insecurity,2019,food_desert_vehicle,2
01055,Etowah County,Alabama,Community Characteristics,Population,2020,rwj_food_environment_index,7.1
01055,Etowah County,Alabama,Food Retail,General DTC,2017,direct_sales_per_capita,0.6617682837818111
01055,Etowah County,Alabama,Food Retail,General Intermediated,2017,intermediated_sales_per_capita,2.2869933336577297
01057,Fayette County,Alabama,Food Access,Food Insecurity,2018,food_banks,0
01057,Fayette County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and10,0
01057,Fayette County,Alabama,Food Access,Food Insecurity,2019,food_desert_half_and10,0
01057,Fayette County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and20,0
01057,Fayette County,Alabama,Food Access,Food Insecurity,2019,food_desert_vehicle,0
01057,Fayette County,Alabama,Community Characteristics,Population,2020,rwj_food_environment_index,7.9
01057,Fayette County,Alabama,Food Retail,General DTC,2017,direct_sales_per_capita,1.3359242166626184
01059,Franklin County,Alabama,Food Access,Food Insecurity,2018,food_banks,0
01059,Franklin County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and10,2
01059,Franklin County,Alabama,Food Access,Food Insecurity,2019,food_desert_half_and10,2
01059,Franklin County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and20,2
01059,Franklin County,Alabama,Food Access,Food Insecurity,2019,food_desert_vehicle,0
01059,Franklin County,Alabama,Community Characteristics,Population,2020,rwj_food_environment_index,7.9
01059,Franklin County,Alabama,Food Retail,General DTC,2017,direct_sales_per_capita,1.4923003651373234
01061,Geneva County,Alabama,Food Access,Food Insecurity,2018,food_banks,0
01061,Geneva County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and10,1
01061,Geneva County,Alabama,Food Access,Food Insecurity,2019,food_desert_half_and10,1
01061,Geneva County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and20,1
01061,Geneva County,Alabama,Food Access,Food Insecurity,2019,food_desert_vehicle,1
01061,Geneva County,Alabama,Community Characteristics,Population,2020,rwj_food_environment_index,7.8
01061,Geneva County,Alabama,Food Retail,General DTC,2017,direct_sales_per_capita,6.623519170356913
01063,Greene County,Alabama,Food Access,Food Insecurity,2018,food_banks,0
01063,Greene County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and10,2
01063,Greene County,Alabama,Food Access,Food Insecurity,2019,food_desert_half_and10,2
01063,Greene County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and20,0
01063,Greene County,Alabama,Food Access,Food Insecurity,2019,food_desert_vehicle,3
01063,Greene County,Alabama,Community Characteristics,Population,2020,rwj_food_environment_index,3.2
01063,Greene County,Alabama,Food Retail,General DTC,2017,direct_sales_per_capita,5.642256902761105
01065,Hale County,Alabama,Food Access,Food Insecurity,2018,food_banks,0
01065,Hale County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and10,2
01065,Hale County,Alabama,Food Access,Food Insecurity,2019,food_desert_half_and10,2
01065,Hale County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and20,0
01065,Hale County,Alabama,Food Access,Food Insecurity,2019,food_desert_vehicle,1
01065,Hale County,Alabama,Community Characteristics,Population,2020,rwj_food_environment_index,6.1
01065,Hale County,Alabama,Food Retail,General DTC,2017,direct_sales_per_capita,2.4304617877396706
01067,Henry County,Alabama,Food Access,Food Insecurity,2018,food_banks,0
01067,Henry County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and10,0
01067,Henry County,Alabama,Food Access,Food Insecurity,2019,food_desert_half_and10,0
01067,Henry County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and20,0
01067,Henry County,Alabama,Food Access,Food Insecurity,2019,food_desert_vehicle,0
01067,Henry County,Alabama,Community Characteristics,Population,2020,rwj_food_environment_index,7.9
01067,Henry County,Alabama,Food Retail,General DTC,2017,direct_sales_per_capita,3.1492389339243014
01069,Houston County,Alabama,Food Access,Food Insecurity,2018,food_banks,1
01069,Houston County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and10,3
01069,Houston County,Alabama,Food Access,Food Insecurity,2019,food_desert_half_and10,7
01069,Houston County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and20,3
01069,Houston County,Alabama,Food Access,Food Insecurity,2019,food_desert_vehicle,3
01069,Houston County,Alabama,Community Characteristics,Population,2020,rwj_food_environment_index,7.1
01069,Houston County,Alabama,Food Retail,General DTC,2017,direct_sales_per_capita,2.4629597684626146
01069,Houston County,Alabama,Food Retail,General Intermediated,2017,intermediated_sales_per_capita,1.0062676096831695
01071,Jackson County,Alabama,Food Access,Food Insecurity,2018,food_banks,0
01071,Jackson County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and10,3
01071,Jackson County,Alabama,Food Access,Food Insecurity,2019,food_desert_half_and10,3
01071,Jackson County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and20,2
01071,Jackson County,Alabama,Food Access,Food Insecurity,2019,food_desert_vehicle,4
01071,Jackson County,Alabama,Community Characteristics,Population,2020,rwj_food_environment_index,7.9
01071,Jackson County,Alabama,Food Retail,General DTC,2017,direct_sales_per_capita,5.1821456780134465
01073,Jefferson County,Alabama,Food Access,Food Insecurity,2018,food_banks,1
01073,Jefferson County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and10,54
01073,Jefferson County,Alabama,Food Access,Food Insecurity,2019,food_desert_half_and10,81
01073,Jefferson County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and20,54
01073,Jefferson County,Alabama,Food Access,Food Insecurity,2019,food_desert_vehicle,50
01073,Jefferson County,Alabama,Community Characteristics,Population,2020,rwj_food_environment_index,6.3
01073,Jefferson County,Alabama,Food Retail,General DTC,2017,direct_sales_per_capita,0.12591076719099145
01073,Jefferson County,Alabama,Food Retail,General Intermediated,2017,intermediated_sales_per_capita,0.10315580926490867
01075,Lamar County,Alabama,Food Access,Food Insecurity,2018,food_banks,0
01075,Lamar County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and10,0
01075,Lamar County,Alabama,Food Access,Food Insecurity,2019,food_desert_half_and10,0
01075,Lamar County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and20,0
01075,Lamar County,Alabama,Food Access,Food Insecurity,2019,food_desert_vehicle,2
01075,Lamar County,Alabama,Community Characteristics,Population,2020,rwj_food_environment_index,7.8
01075,Lamar County,Alabama,Food Retail,General DTC,2017,direct_sales_per_capita,1.6492184138821167
01077,Lauderdale County,Alabama,Food Access,Food Insecurity,2018,food_banks,0
01077,Lauderdale County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and10,4
01077,Lauderdale County,Alabama,Food Access,Food Insecurity,2019,food_desert_half_and10,9
01077,Lauderdale County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and20,3
01077,Lauderdale County,Alabama,Food Access,Food Insecurity,2019,food_desert_vehicle,7
01077,Lauderdale County,Alabama,Community Characteristics,Population,2020,rwj_food_environment_index,7.6
01077,Lauderdale County,Alabama,Food Retail,General DTC,2017,direct_sales_per_capita,1.664181201236249
01077,Lauderdale County,Alabama,Food Retail,General Intermediated,2017,intermediated_sales_per_capita,0.07564460005619313
01079,Lawrence County,Alabama,Food Access,Food Insecurity,2018,food_banks,0
01079,Lawrence County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and10,2
01079,Lawrence County,Alabama,Food Access,Food Insecurity,2019,food_desert_half_and10,2
01079,Lawrence County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and20,1
01079,Lawrence County,Alabama,Food Access,Food Insecurity,2019,food_desert_vehicle,2
01079,Lawrence County,Alabama,Community Characteristics,Population,2020,rwj_food_environment_index,8
01079,Lawrence County,Alabama,Food Retail,General DTC,2017,direct_sales_per_capita,4.054585615298496
01081,Lee County,Alabama,Food Access,Food Insecurity,2018,food_banks,1
01081,Lee County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and10,10
01081,Lee County,Alabama,Food Access,Food Insecurity,2019,food_desert_half_and10,15
01081,Lee County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and20,10
01081,Lee County,Alabama,Food Access,Food Insecurity,2019,food_desert_vehicle,6
01081,Lee County,Alabama,Community Characteristics,Population,2020,rwj_food_environment_index,6.4
01081,Lee County,Alabama,Food Retail,General DTC,2017,direct_sales_per_capita,0.4826613202643499
01081,Lee County,Alabama,Food Retail,General Intermediated,2017,intermediated_sales_per_capita,6.806762208856217
01083,Limestone County,Alabama,Food Access,Food Insecurity,2018,food_banks,0
01083,Limestone County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and10,3
01083,Limestone County,Alabama,Food Access,Food Insecurity,2019,food_desert_half_and10,4
01083,Limestone County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and20,3
01083,Limestone County,Alabama,Food Access,Food Insecurity,2019,food_desert_vehicle,3
01083,Limestone County,Alabama,Community Characteristics,Population,2020,rwj_food_environment_index,8.1
01083,Limestone County,Alabama,Food Retail,General DTC,2017,direct_sales_per_capita,2.5211330268426515
01083,Limestone County,Alabama,Food Retail,General Intermediated,2017,intermediated_sales_per_capita,0.37075485688862525
01085,Lowndes County,Alabama,Food Access,Food Insecurity,2018,food_banks,0
01085,Lowndes County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and10,2
01085,Lowndes County,Alabama,Food Access,Food Insecurity,2019,food_desert_half_and10,2
01085,Lowndes County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and20,0
01085,Lowndes County,Alabama,Food Access,Food Insecurity,2019,food_desert_vehicle,4
01085,Lowndes County,Alabama,Community Characteristics,Population,2020,rwj_food_environment_index,4.6
01085,Lowndes County,Alabama,Food Retail,General DTC,2017,direct_sales_per_capita,2.5803890432711394
01087,Macon County,Alabama,Food Access,Food Insecurity,2018,food_banks,0
01087,Macon County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and10,7
01087,Macon County,Alabama,Food Access,Food Insecurity,2019,food_desert_half_and10,8
01087,Macon County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and20,5
01087,Macon County,Alabama,Food Access,Food Insecurity,2019,food_desert_vehicle,4
01087,Macon County,Alabama,Community Characteristics,Population,2020,rwj_food_environment_index,4
01087,Macon County,Alabama,Food Retail,General DTC,2017,direct_sales_per_capita,6.878165822447348
01087,Macon County,Alabama,Food Retail,General Intermediated,2017,intermediated_sales_per_capita,1.119701412956545
01089,Madison County,Alabama,Food Access,Food Insecurity,2018,food_banks,1
01089,Madison County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and10,17
01089,Madison County,Alabama,Food Access,Food Insecurity,2019,food_desert_half_and10,26
01089,Madison County,Alabama,Food Access,Food Insecurity,2019,food_desert_1and20,17
